numpy,depth
1183,78.14649333333386
1184,73.80563666666767
1230,253.1084833333338
1231,179.67300999999955
1232,141.85856666666683
1233,375.7941233333329
1234,1504.8518999999994
1235,1893.4496766666668
1236,1975.3930099999995
1237,1649.38079
1238,1927.2252333333327
1239,2175.120789999999
1240,1771.2341233333334
1241,435.0918999999998
1242,120.8163433333335
1243,98.34981000000022
1244,77.46042999999888
1256,75.90294999999969
1257,80.50414666666525
1258,70.39706000000035
1259,70.45557333333305
1260,68.39536666666628
1261,76.35946666666598
1262,78.95952000000003
1263,81.89856666666718
1264,72.9059733333326
1310,203.13610333333455
1311,203.26328999999978
1312,403.7300500000004
1313,1429.339306666666
1314,2099.405973333332
1315,2251.013689999999
1316,2358.525726666668
1317,2401.615850000001
1318,2330.0590600000014
1319,1977.8863433333352
1320,1758.3407900000009
1321,1030.816343333334
1322,136.5396766666664
1323,116.53326666666668
1324,108.65804333333323
1325,125.89399666666613
1326,107.50283999999925
1336,77.24527
1337,66.06437999999937
1338,63.29342666666627
1339,73.96907666666675
1340,84.17822333333251
1341,97.79335000000019
1342,80.94838333333392
1343,75.79779999999926
1344,68.13773666666764
1345,63.070789999999384
1399,1255.0166233333323
1400,1578.845790000001
1401,647.9226399999998
1402,127.4316433333341
1403,109.63827999999954
1404,112.51235333333388
1405,82.08486000000016
1406,66.23745666666608
1416,73.73745666666636
1417,69.68745666666572
1418,69.11974333333386
1419,76.90658333333378
1420,76.53078999999934
1421,79.82153333333298
1422,77.2407899999994
1423,82.26078999999943
1424,71.3744133333331
1425,63.354976666666715
1485,74.84547999999869
1486,72.15412333333227
1496,66.34460000000047
1497,73.48745666666545
1498,74.36316333333231
1499,70.59764333333293
1500,71.99965000000013
1501,65.41516666666692
1502,65.57587000000088
1503,72.03120666666656
1504,69.8292933333337
1505,69.15028999999961
1568,119.13745666666624
1569,90.4874566666658
1577,73.23154999999915
1578,71.31849000000005
1579,65.87169333333402
1580,64.98199000000001
1581,64.14008666666712
1582,67.2374566666667
1658,63.654123333332834
1659,64.64130333333411
1660,64.52591666666675
1661,63.79301000000097
1728,65.08745666666668
1729,88.63762666666702
1730,81.47568999999984
1742,67.73745666666554
1743,67.69578999999896
1744,65.48745666666633
1808,82.84856666666674
1809,83.43068666666713
1810,75.741693333334
1821,77.4874566666665
1823,68.48745666666674
1889,87.80351666666687
1890,78.77317000000014
1969,83.19961000000062
1970,66.4874566666655
2048,84.02591666666719
2049,71.95519666666577
2127,96.6167666666662
2128,91.05476333333289
2206,87.27533333333427
2207,93.77218666666744
2208,74.03368666666725
2209,64.05128666666798
2284,94.98745666666568
2285,93.36967666666733
2286,90.33300999999958
2287,84.11982666666725
2288,73.04418666666794
2289,65.53223333333266
2363,100.79780000000021
2364,89.01230333333417
2365,95.89300999999958
2366,89.36708666666664
2367,76.95229999999943
2368,65.48745666666633
2370,64.4517433333336
2371,62.48745666666593
2372,63.3207899999988
2376,64.23745666666629
2377,65.09614999999988
2378,65.94200000000032
2442,123.90050000000042
2443,113.45726000000057
2444,107.1136133333317
2445,113.75634333333404
2446,95.39095333333415
2447,90.57488666666707
2448,87.15154333333402
2449,78.71472999999945
2450,74.5458033333346
2451,68.94103333333254
2452,64.93257666666679
2453,63.862456666665686
2521,136.79057999999839
2522,136.19079
2523,128.0841233333326
2524,124.20967666666746
2525,118.5218999999993
2526,109.98412333333245
2527,104.31745666666566
2528,96.96926000000013
2529,91.24702999999901
2530,84.96472999999968
2531,80.48745666666542
2601,149.84856666666602
2602,150.9430099999998
2603,143.21262999999956
2604,139.47178333333366
2605,127.92044666666503
2606,120.07196333333249
2607,115.48745666666676
2678,2893.907036666666
2679,3446.8601833333337
2680,1350.8354100000006
2681,250.29316999999998
2682,162.56916666666697
2683,156.68745666666578
